match_id,set_number,team_a_points,team_b_points
fivb_vis:18078,1,18,25
fivb_vis:18078,2,22,25
fivb_vis:18078,3,25,18
fivb_vis:18078,4,17,25
fivb_vis:18079,1,25,12
fivb_vis:18079,2,25,7
fivb_vis:18079,3,25,11
fivb_vis:18080,1,25,12
fivb_vis:18080,2,25,21
fivb_vis:18080,3,25,10
fivb_vis:18081,1,25,13
fivb_vis:18081,2,25,20
fivb_vis:18081,3,25,18
fivb_vis:18082,1,9,25
fivb_vis:18082,2,10,25
fivb_vis:18082,3,12,25
fivb_vis:18083,1,25,20
fivb_vis:18083,2,25,22
fivb_vis:18083,3,25,23
fivb_vis:18084,1,15,25
fivb_vis:18084,2,15,25
fivb_vis:18084,3,21,25
fivb_vis:18085,1,25,15
fivb_vis:18085,2,25,19
fivb_vis:18085,3,25,16
fivb_vis:18086,1,22,25
fivb_vis:18086,2,25,22
fivb_vis:18086,3,25,21
fivb_vis:18086,4,24,26
fivb_vis:18086,5,15,12
fivb_vis:18087,1,25,23
fivb_vis:18087,2,20,25
fivb_vis:18087,3,25,19
fivb_vis:18087,4,24,26
fivb_vis:18087,5,14,16
fivb_vis:18088,1,17,25
fivb_vis:18088,2,17,25
fivb_vis:18088,3,21,25
fivb_vis:18089,1,23,25
fivb_vis:18089,2,25,14
fivb_vis:18089,3,25,19
fivb_vis:18089,4,25,23
fivb_vis:18090,1,24,26
fivb_vis:18090,2,13,25
fivb_vis:18090,3,14,25
fivb_vis:18091,1,17,25
fivb_vis:18091,2,24,26
fivb_vis:18091,3,17,25
fivb_vis:18092,1,25,20
fivb_vis:18092,2,19,25
fivb_vis:18092,3,20,25
fivb_vis:18092,4,25,5
fivb_vis:18092,5,15,10
fivb_vis:18093,1,20,25
fivb_vis:18093,2,17,25
fivb_vis:18093,3,23,25
fivb_vis:18094,1,16,25
fivb_vis:18094,2,25,21
fivb_vis:18094,3,25,19
fivb_vis:18094,4,15,25
fivb_vis:18094,5,12,15
fivb_vis:18095,1,25,21
fivb_vis:18095,2,25,18
fivb_vis:18095,3,25,20
fivb_vis:18096,1,25,11
fivb_vis:18096,2,25,20
fivb_vis:18096,3,25,19
fivb_vis:18097,1,18,25
fivb_vis:18097,2,12,25
fivb_vis:18097,3,20,25
fivb_vis:18098,1,25,23
fivb_vis:18098,2,19,25
fivb_vis:18098,3,20,25
fivb_vis:18098,4,25,20
fivb_vis:18098,5,15,11
fivb_vis:18099,1,13,25
fivb_vis:18099,2,12,25
fivb_vis:18099,3,22,25
fivb_vis:18100,1,25,21
fivb_vis:18100,2,26,28
fivb_vis:18100,3,23,25
fivb_vis:18100,4,25,20
fivb_vis:18100,5,10,15
fivb_vis:18101,1,25,19
fivb_vis:18101,2,16,25
fivb_vis:18101,3,25,27
fivb_vis:18101,4,25,20
fivb_vis:18101,5,15,7
fivb_vis:18102,1,14,25
fivb_vis:18102,2,19,25
fivb_vis:18102,3,24,26
fivb_vis:18103,1,26,24
fivb_vis:18103,2,25,23
fivb_vis:18103,3,25,23
fivb_vis:18104,1,21,25
fivb_vis:18104,2,25,14
fivb_vis:18104,3,25,22
fivb_vis:18104,4,20,25
fivb_vis:18104,5,15,11
fivb_vis:18105,1,25,21
fivb_vis:18105,2,25,27
fivb_vis:18105,3,25,19
fivb_vis:18105,4,20,25
fivb_vis:18105,5,16,14
fivb_vis:17886,1,25,3
fivb_vis:17886,2,25,13
fivb_vis:17886,3,25,5
fivb_vis:17887,1,25,14
fivb_vis:17887,2,25,17
fivb_vis:17887,3,25,16
fivb_vis:17888,1,25,20
fivb_vis:17888,2,25,18
fivb_vis:17888,3,25,20
fivb_vis:17889,1,8,25
fivb_vis:17889,2,17,25
fivb_vis:17889,3,14,25
fivb_vis:17890,1,13,25
fivb_vis:17890,2,11,25
fivb_vis:17890,3,10,25
fivb_vis:17891,1,18,25
fivb_vis:17891,2,13,25
fivb_vis:17891,3,23,25
fivb_vis:17892,1,25,18
fivb_vis:17892,2,25,11
fivb_vis:17892,3,25,9
fivb_vis:17893,1,27,25
fivb_vis:17893,2,17,25
fivb_vis:17893,3,14,25
fivb_vis:17893,4,25,23
fivb_vis:17893,5,15,11
fivb_vis:17894,1,25,22
fivb_vis:17894,2,25,22
fivb_vis:17894,3,25,16
fivb_vis:17895,1,25,17
fivb_vis:17895,2,25,10
fivb_vis:17895,3,25,12
fivb_vis:17896,1,21,25
fivb_vis:17896,2,23,25
fivb_vis:17896,3,22,25
fivb_vis:17897,1,25,22
fivb_vis:17897,2,32,30
fivb_vis:17897,3,25,22
fivb_vis:17898,1,25,12
fivb_vis:17898,2,25,11
fivb_vis:17898,3,25,16
fivb_vis:17899,1,25,27
fivb_vis:17899,2,22,25
fivb_vis:17899,3,25,23
fivb_vis:17899,4,20,25
fivb_vis:17900,1,25,13
fivb_vis:17900,2,25,7
fivb_vis:17900,3,25,9
fivb_vis:17901,1,21,25
fivb_vis:17901,2,17,25
fivb_vis:17901,3,25,17
fivb_vis:17901,4,16,25
fivb_vis:17902,1,25,12
fivb_vis:17902,2,21,25
fivb_vis:17902,3,25,19
fivb_vis:17902,4,19,25
fivb_vis:17902,5,13,15
fivb_vis:18106,1,25,11
fivb_vis:18106,2,25,8
fivb_vis:18106,3,25,12
fivb_vis:18107,1,25,21
fivb_vis:18107,2,25,19
fivb_vis:18107,3,25,15
fivb_vis:18108,1,25,14
fivb_vis:18108,2,25,9
fivb_vis:18108,3,25,10
fivb_vis:18109,1,11,25
fivb_vis:18109,2,19,25
fivb_vis:18109,3,23,25
fivb_vis:18110,1,25,18
fivb_vis:18110,2,25,18
fivb_vis:18110,3,25,20
fivb_vis:18111,1,14,25
fivb_vis:18111,2,18,25
fivb_vis:18111,3,12,25
fivb_vis:18112,1,22,25
fivb_vis:18112,2,15,25
fivb_vis:18112,3,21,25
fivb_vis:18113,1,25,21
fivb_vis:18113,2,25,21
fivb_vis:18113,3,25,21
fivb_vis:18114,1,25,22
fivb_vis:18114,2,25,17
fivb_vis:18114,3,24,26
fivb_vis:18114,4,22,25
fivb_vis:18114,5,15,12
fivb_vis:18115,1,25,20
fivb_vis:18115,2,25,15
fivb_vis:18115,3,25,23
fivb_vis:18116,1,25,19
fivb_vis:18116,2,25,21
fivb_vis:18116,3,32,30
fivb_vis:18117,1,25,22
fivb_vis:18117,2,27,29
fivb_vis:18117,3,25,20
fivb_vis:18117,4,25,20
fivb_vis:18118,1,18,25
fivb_vis:18118,2,25,21
fivb_vis:18118,3,25,17
fivb_vis:18118,4,24,26
fivb_vis:18118,5,15,13
fivb_vis:18119,1,25,22
fivb_vis:18119,2,25,12
fivb_vis:18119,3,25,14
fivb_vis:18120,1,25,11
fivb_vis:18120,2,21,25
fivb_vis:18120,3,25,19
fivb_vis:18120,4,25,14
fivb_vis:18121,1,25,15
fivb_vis:18121,2,25,14
fivb_vis:18121,3,25,16
fivb_vis:18122,1,20,25
fivb_vis:18122,2,14,25
fivb_vis:18122,3,22,25
fivb_vis:17856,1,25,21
fivb_vis:17856,2,25,14
fivb_vis:17856,3,25,18
fivb_vis:17857,1,25,16
fivb_vis:17857,2,25,11
fivb_vis:17857,3,25,15
fivb_vis:17858,1,25,14
fivb_vis:17858,2,25,18
fivb_vis:17858,3,25,11
fivb_vis:17859,1,25,22
fivb_vis:17859,2,25,20
fivb_vis:17859,3,17,25
fivb_vis:17859,4,25,18
fivb_vis:17860,1,25,12
fivb_vis:17860,2,25,15
fivb_vis:17860,3,25,7
fivb_vis:17861,1,14,25
fivb_vis:17861,2,25,21
fivb_vis:17861,3,16,25
fivb_vis:17861,4,25,22
fivb_vis:17861,5,10,15
fivb_vis:17862,1,25,21
fivb_vis:17862,2,25,9
fivb_vis:17862,3,25,13
fivb_vis:17863,1,21,25
fivb_vis:17863,2,23,25
fivb_vis:17863,3,25,18
fivb_vis:17863,4,25,18
fivb_vis:17863,5,15,13
fivb_vis:17864,1,25,6
fivb_vis:17864,2,25,8
fivb_vis:17864,3,25,11
fivb_vis:17865,1,25,12
fivb_vis:17865,2,25,15
fivb_vis:17865,3,25,11
fivb_vis:17866,1,25,20
fivb_vis:17866,2,25,15
fivb_vis:17866,3,25,19
fivb_vis:17867,1,25,23
fivb_vis:17867,2,25,16
fivb_vis:17867,3,25,18
fivb_vis:17868,1,20,25
fivb_vis:17868,2,15,25
fivb_vis:17868,3,19,25
fivb_vis:17869,1,25,22
fivb_vis:17869,2,25,27
fivb_vis:17869,3,15,25
fivb_vis:17869,4,21,25
fivb_vis:17870,1,21,25
fivb_vis:17870,2,25,19
fivb_vis:17870,3,27,25
fivb_vis:17870,4,14,25
fivb_vis:17870,5,5,15
fivb_vis:17871,1,25,12
fivb_vis:17871,2,25,12
fivb_vis:17871,3,25,13
fivb_vis:17872,1,25,14
fivb_vis:17872,2,25,21
fivb_vis:17872,3,25,19
fivb_vis:17873,1,25,11
fivb_vis:17873,2,25,10
fivb_vis:17873,3,25,15
fivb_vis:17874,1,25,22
fivb_vis:17874,2,17,25
fivb_vis:17874,3,17,25
fivb_vis:17874,4,18,25
fivb_vis:17875,1,24,26
fivb_vis:17875,2,25,18
fivb_vis:17875,3,25,20
fivb_vis:17875,4,25,21
fivb_vis:18236,1,26,24
fivb_vis:18236,2,25,22
fivb_vis:18236,3,18,25
fivb_vis:18236,4,17,25
fivb_vis:18236,5,8,15
fivb_vis:18237,1,25,17
fivb_vis:18237,2,25,9
fivb_vis:18237,3,25,19
fivb_vis:18238,1,25,15
fivb_vis:18238,2,25,20
fivb_vis:18238,3,23,25
fivb_vis:18238,4,25,20
fivb_vis:18239,1,25,19
fivb_vis:18239,2,25,17
fivb_vis:18239,3,25,19
fivb_vis:18240,1,25,22
fivb_vis:18240,2,19,25
fivb_vis:18240,3,26,24
fivb_vis:18240,4,25,18
fivb_vis:18241,1,21,25
fivb_vis:18241,2,25,20
fivb_vis:18241,3,25,16
fivb_vis:18241,4,25,22
fivb_vis:18242,1,25,17
fivb_vis:18242,2,25,17
fivb_vis:18242,3,25,11
fivb_vis:18243,1,14,25
fivb_vis:18243,2,25,27
fivb_vis:18243,3,17,25
fivb_vis:18244,1,25,22
fivb_vis:18244,2,25,20
fivb_vis:18244,3,23,25
fivb_vis:18244,4,25,16
fivb_vis:18245,1,25,17
fivb_vis:18245,2,23,25
fivb_vis:18245,3,26,28
fivb_vis:18245,4,21,25
fivb_vis:18246,1,22,25
fivb_vis:18246,2,23,25
fivb_vis:18246,3,22,25
fivb_vis:18247,1,25,22
fivb_vis:18247,2,14,25
fivb_vis:18247,3,20,25
fivb_vis:18247,4,17,25
fivb_vis:18248,1,25,23
fivb_vis:18248,2,22,25
fivb_vis:18248,3,25,16
fivb_vis:18248,4,16,25
fivb_vis:18248,5,16,14
fivb_vis:18249,1,25,21
fivb_vis:18249,2,25,20
fivb_vis:18249,3,25,13
fivb_vis:18250,1,20,25
fivb_vis:18250,2,26,28
fivb_vis:18250,3,25,20
fivb_vis:18250,4,25,23
fivb_vis:18250,5,9,15
fivb_vis:18251,1,19,25
fivb_vis:18251,2,15,25
fivb_vis:18251,3,25,23
fivb_vis:18251,4,25,17
fivb_vis:18251,5,16,14
fivb_vis:18252,1,26,24
fivb_vis:18252,2,25,17
fivb_vis:18252,3,25,18
fivb_vis:18253,1,25,21
fivb_vis:18253,2,25,14
fivb_vis:18253,3,25,16
fivb_vis:1830,1,6,25
fivb_vis:1830,2,6,25
fivb_vis:1830,3,7,25
fivb_vis:1831,1,25,11
fivb_vis:1831,2,25,11
fivb_vis:1831,3,25,12
fivb_vis:1832,1,18,25
fivb_vis:1832,2,21,25
fivb_vis:1832,3,15,25
fivb_vis:1833,1,25,1
fivb_vis:1833,2,25,1
fivb_vis:1833,3,25,3
fivb_vis:1834,1,4,25
fivb_vis:1834,2,6,25
fivb_vis:1834,3,10,25
fivb_vis:1835,1,29,27
fivb_vis:1835,2,15,25
fivb_vis:1835,3,25,21
fivb_vis:1835,4,11,25
fivb_vis:1835,5,9,15
fivb_vis:1836,1,25,17
fivb_vis:1836,2,25,10
fivb_vis:1836,3,25,17
fivb_vis:1837,1,25,10
fivb_vis:1837,2,25,12
fivb_vis:1837,3,25,13
fivb_vis:1838,1,25,5
fivb_vis:1838,2,25,9
fivb_vis:1838,3,25,13
fivb_vis:1839,1,25,13
fivb_vis:1839,2,25,15
fivb_vis:1839,3,25,15
fivb_vis:1840,1,21,25
fivb_vis:1840,2,18,25
fivb_vis:1840,3,23,25
fivb_vis:1841,1,25,17
fivb_vis:1841,2,25,22
fivb_vis:1841,3,25,15
fivb_vis:18853,1,21,25
fivb_vis:18853,2,24,26
fivb_vis:18853,3,14,25
fivb_vis:18854,1,25,17
fivb_vis:18854,2,23,25
fivb_vis:18854,3,21,25
fivb_vis:18854,4,21,25
fivb_vis:18855,1,26,24
fivb_vis:18855,2,22,25
fivb_vis:18855,3,23,25
fivb_vis:18855,4,19,25
fivb_vis:18856,1,25,23
fivb_vis:18856,2,27,29
fivb_vis:18856,3,25,21
fivb_vis:18856,4,25,21
fivb_vis:18857,1,33,31
fivb_vis:18857,2,22,25
fivb_vis:18857,3,25,20
fivb_vis:18857,4,21,25
fivb_vis:18857,5,25,27
fivb_vis:18858,1,22,25
fivb_vis:18858,2,15,25
fivb_vis:18858,3,24,26
fivb_vis:18859,1,21,25
fivb_vis:18859,2,18,25
fivb_vis:18859,3,23,25
fivb_vis:18860,1,25,27
fivb_vis:18860,2,25,17
fivb_vis:18860,3,19,25
fivb_vis:18860,4,18,25
fivb_vis:18861,1,25,18
fivb_vis:18861,2,25,22
fivb_vis:18861,3,23,25
fivb_vis:18861,4,25,21
fivb_vis:18862,1,25,18
fivb_vis:18862,2,20,25
fivb_vis:18862,3,23,25
fivb_vis:18862,4,21,25
fivb_vis:18863,1,25,19
fivb_vis:18863,2,25,20
fivb_vis:18863,3,18,25
fivb_vis:18863,4,21,25
fivb_vis:18863,5,9,15
fivb_vis:18864,1,26,24
fivb_vis:18864,2,25,20
fivb_vis:18864,3,18,25
fivb_vis:18864,4,25,23
fivb_vis:18865,1,25,20
fivb_vis:18865,2,25,16
fivb_vis:18865,3,25,22
fivb_vis:18866,1,13,25
fivb_vis:18866,2,25,20
fivb_vis:18866,3,25,19
fivb_vis:18866,4,23,25
fivb_vis:18866,5,11,15
fivb_vis:18867,1,22,25
fivb_vis:18867,2,28,30
fivb_vis:18867,3,24,26
fivb_vis:18868,1,25,22
fivb_vis:18868,2,25,21
fivb_vis:18868,3,25,21
fivb_vis:18869,1,28,30
fivb_vis:18869,2,23,25
fivb_vis:18869,3,18,25
fivb_vis:18870,1,25,18
fivb_vis:18870,2,22,25
fivb_vis:18870,3,23,25
fivb_vis:18870,4,25,19
fivb_vis:18870,5,20,22
fivb_vis:18871,1,19,25
fivb_vis:18871,2,18,25
fivb_vis:18871,3,11,25
fivb_vis:18872,1,21,25
fivb_vis:18872,2,20,25
fivb_vis:18872,3,25,22
fivb_vis:18872,4,22,25
fivb_vis:18873,1,22,25
fivb_vis:18873,2,25,18
fivb_vis:18873,3,25,18
fivb_vis:18873,4,21,25
fivb_vis:18873,5,15,10
fivb_vis:18874,1,27,25
fivb_vis:18874,2,23,25
fivb_vis:18874,3,16,25
fivb_vis:18874,4,14,25
fivb_vis:18875,1,25,21
fivb_vis:18875,2,25,20
fivb_vis:18875,3,21,25
fivb_vis:18875,4,25,21
fivb_vis:18876,1,25,23
fivb_vis:18876,2,16,25
fivb_vis:18876,3,17,25
fivb_vis:18876,4,17,25
fivb_vis:18877,1,21,25
fivb_vis:18877,2,25,19
fivb_vis:18877,3,25,21
fivb_vis:18877,4,25,21
fivb_vis:18878,1,25,20
fivb_vis:18878,2,14,25
fivb_vis:18878,3,25,21
fivb_vis:18878,4,25,21
fivb_vis:18879,1,25,20
fivb_vis:18879,2,25,21
fivb_vis:18879,3,25,18
fivb_vis:18880,1,25,17
fivb_vis:18880,2,15,25
fivb_vis:18880,3,25,22
fivb_vis:18880,4,17,25
fivb_vis:18880,5,13,15
fivb_vis:18881,1,25,20
fivb_vis:18881,2,22,25
fivb_vis:18881,3,25,27
fivb_vis:18881,4,21,25
fivb_vis:18882,1,16,25
fivb_vis:18882,2,25,20
fivb_vis:18882,3,13,25
fivb_vis:18882,4,20,25
fivb_vis:18883,1,21,25
fivb_vis:18883,2,20,25
fivb_vis:18883,3,20,25
fivb_vis:18884,1,25,23
fivb_vis:18884,2,29,31
fivb_vis:18884,3,25,20
fivb_vis:18884,4,20,25
fivb_vis:18884,5,13,15
fivb_vis:18885,1,15,25
fivb_vis:18885,2,16,25
fivb_vis:18885,3,15,25
fivb_vis:18886,1,21,25
fivb_vis:18886,2,25,21
fivb_vis:18886,3,25,19
fivb_vis:18886,4,25,18
fivb_vis:18887,1,23,25
fivb_vis:18887,2,22,25
fivb_vis:18887,3,17,25
fivb_vis:18888,1,23,25
fivb_vis:18888,2,21,25
fivb_vis:18888,3,24,26
fivb_vis:18889,1,25,21
fivb_vis:18889,2,25,27
fivb_vis:18889,3,25,20
fivb_vis:18889,4,28,26
fivb_vis:18890,1,25,22
fivb_vis:18890,2,26,24
fivb_vis:18890,3,25,20
fivb_vis:18891,1,22,25
fivb_vis:18891,2,25,22
fivb_vis:18891,3,27,25
fivb_vis:18891,4,23,25
fivb_vis:18891,5,8,15
fivb_vis:18892,1,25,17
fivb_vis:18892,2,25,20
fivb_vis:18892,3,26,24
fivb_vis:18893,1,25,23
fivb_vis:18893,2,18,25
fivb_vis:18893,3,25,23
fivb_vis:18893,4,19,25
fivb_vis:18893,5,15,10
fivb_vis:18894,1,19,25
fivb_vis:18894,2,25,22
fivb_vis:18894,3,16,25
fivb_vis:18894,4,23,25
fivb_vis:18895,1,24,26
fivb_vis:18895,2,25,22
fivb_vis:18895,3,16,25
fivb_vis:18895,4,16,25
fivb_vis:18896,1,25,19
fivb_vis:18896,2,25,12
fivb_vis:18896,3,25,19
fivb_vis:18897,1,24,26
fivb_vis:18897,2,25,21
fivb_vis:18897,3,20,25
fivb_vis:18897,4,22,25
fivb_vis:18898,1,23,25
fivb_vis:18898,2,24,26
fivb_vis:18898,3,20,25
fivb_vis:18899,1,18,25
fivb_vis:18899,2,25,22
fivb_vis:18899,3,21,25
fivb_vis:18899,4,20,25
fivb_vis:18900,1,20,25
fivb_vis:18900,2,25,22
fivb_vis:18900,3,25,23
fivb_vis:18900,4,20,25
fivb_vis:18900,5,15,11
fivb_vis:18901,1,25,27
fivb_vis:18901,2,25,23
fivb_vis:18901,3,24,26
fivb_vis:18901,4,25,21
fivb_vis:18901,5,12,15
fivb_vis:18902,1,17,25
fivb_vis:18902,2,15,25
fivb_vis:18902,3,20,25
fivb_vis:18903,1,21,25
fivb_vis:18903,2,25,22
fivb_vis:18903,3,19,25
fivb_vis:18903,4,13,25
fivb_vis:18904,1,25,20
fivb_vis:18904,2,20,25
fivb_vis:18904,3,25,19
fivb_vis:18904,4,25,22
fivb_vis:18905,1,23,25
fivb_vis:18905,2,25,15
fivb_vis:18905,3,25,23
fivb_vis:18905,4,25,14
fivb_vis:18906,1,22,25
fivb_vis:18906,2,25,23
fivb_vis:18906,3,25,23
fivb_vis:18906,4,27,25
fivb_vis:18907,1,21,25
fivb_vis:18907,2,17,25
fivb_vis:18907,3,25,21
fivb_vis:18907,4,23,25
fivb_vis:18908,1,25,23
fivb_vis:18908,2,19,25
fivb_vis:18908,3,26,24
fivb_vis:18908,4,25,21
fivb_vis:18909,1,25,18
fivb_vis:18909,2,20,25
fivb_vis:18909,3,23,25
fivb_vis:18909,4,25,22
fivb_vis:18909,5,15,10
fivb_vis:18910,1,25,16
fivb_vis:18910,2,19,25
fivb_vis:18910,3,26,24
fivb_vis:18910,4,28,26
fivb_vis:18911,1,26,28
fivb_vis:18911,2,18,25
fivb_vis:18911,3,25,18
fivb_vis:18911,4,25,22
fivb_vis:18911,5,13,15
fivb_vis:18912,1,22,25
fivb_vis:18912,2,44,42
fivb_vis:18912,3,23,25
fivb_vis:18912,4,25,19
fivb_vis:18912,5,12,15
fivb_vis:18913,1,23,25
fivb_vis:18913,2,14,25
fivb_vis:18913,3,21,25
fivb_vis:18914,1,25,18
fivb_vis:18914,2,25,15
fivb_vis:18914,3,25,21
fivb_vis:18915,1,19,25
fivb_vis:18915,2,17,25
fivb_vis:18915,3,25,22
fivb_vis:18915,4,28,26
fivb_vis:18915,5,9,15
fivb_vis:18916,1,25,21
fivb_vis:18916,2,20,25
fivb_vis:18916,3,18,25
fivb_vis:18916,4,23,25
fivb_vis:18917,1,26,24
fivb_vis:18917,2,23,25
fivb_vis:18917,3,29,31
fivb_vis:18917,4,20,25
fivb_vis:18918,1,25,21
fivb_vis:18918,2,20,25
fivb_vis:18918,3,25,15
fivb_vis:18918,4,20,25
fivb_vis:18918,5,15,10
fivb_vis:18919,1,27,25
fivb_vis:18919,2,25,20
fivb_vis:18919,3,12,25
fivb_vis:18919,4,25,22
fivb_vis:18920,1,25,23
fivb_vis:18920,2,25,22
fivb_vis:18920,3,29,27
fivb_vis:18921,1,25,23
fivb_vis:18921,2,25,27
fivb_vis:18921,3,25,20
fivb_vis:18921,4,25,23
fivb_vis:18922,1,26,28
fivb_vis:18922,2,25,23
fivb_vis:18922,3,25,18
fivb_vis:18922,4,26,28
fivb_vis:18922,5,15,13
fivb_vis:18923,1,25,22
fivb_vis:18923,2,25,21
fivb_vis:18923,3,16,25
fivb_vis:18923,4,21,25
fivb_vis:18923,5,12,15
fivb_vis:18924,1,22,25
fivb_vis:18924,2,21,25
fivb_vis:18924,3,22,25
fivb_vis:18925,1,19,25
fivb_vis:18925,2,18,25
fivb_vis:18925,3,21,25
fivb_vis:18926,1,25,22
fivb_vis:18926,2,22,25
fivb_vis:18926,3,25,21
fivb_vis:18926,4,20,25
fivb_vis:18926,5,15,10
fivb_vis:18927,1,21,25
fivb_vis:18927,2,25,18
fivb_vis:18927,3,21,25
fivb_vis:18927,4,25,22
fivb_vis:18927,5,9,15
fivb_vis:18928,1,17,25
fivb_vis:18928,2,18,25
fivb_vis:18928,3,20,25
fivb_vis:18929,1,25,27
fivb_vis:18929,2,20,25
fivb_vis:18929,3,21,25
fivb_vis:18930,1,22,25
fivb_vis:18930,2,25,20
fivb_vis:18930,3,21,25
fivb_vis:18930,4,31,29
fivb_vis:18930,5,8,15
fivb_vis:18931,1,21,25
fivb_vis:18931,2,17,25
fivb_vis:18931,3,20,25
fivb_vis:18932,1,26,24
fivb_vis:18932,2,25,19
fivb_vis:18932,3,26,24
fivb_vis:18933,1,18,25
fivb_vis:18933,2,19,25
fivb_vis:18933,3,20,25
fivb_vis:18934,1,19,25
fivb_vis:18934,2,18,25
fivb_vis:18934,3,22,25
fivb_vis:18935,1,18,25
fivb_vis:18935,2,20,25
fivb_vis:18935,3,18,25
fivb_vis:18936,1,25,20
fivb_vis:18936,2,19,25
fivb_vis:18936,3,23,25
fivb_vis:18936,4,21,25
fivb_vis:18937,1,23,25
fivb_vis:18937,2,25,21
fivb_vis:18937,3,24,26
fivb_vis:18937,4,23,25
fivb_vis:18938,1,21,25
fivb_vis:18938,2,25,22
fivb_vis:18938,3,28,26
fivb_vis:18938,4,14,25
fivb_vis:18938,5,15,9
fivb_vis:18939,1,25,17
fivb_vis:18939,2,25,19
fivb_vis:18939,3,16,25
fivb_vis:18939,4,23,25
fivb_vis:18939,5,10,15
fivb_vis:18940,1,22,25
fivb_vis:18940,2,17,25
fivb_vis:18940,3,20,25
fivb_vis:18941,1,21,25
fivb_vis:18941,2,25,21
fivb_vis:18941,3,18,25
fivb_vis:18941,4,25,22
fivb_vis:18941,5,11,15
fivb_vis:18942,1,25,19
fivb_vis:18942,2,25,21
fivb_vis:18942,3,25,19
fivb_vis:18943,1,25,20
fivb_vis:18943,2,25,23
fivb_vis:18943,3,25,20
fivb_vis:18944,1,25,23
fivb_vis:18944,2,27,29
fivb_vis:18944,3,13,25
fivb_vis:18944,4,25,19
fivb_vis:18944,5,18,16
fivb_vis:18945,1,25,20
fivb_vis:18945,2,25,23
fivb_vis:18945,3,25,19
fivb_vis:18946,1,17,25
fivb_vis:18946,2,20,25
fivb_vis:18946,3,20,25
fivb_vis:18947,1,21,25
fivb_vis:18947,2,26,24
fivb_vis:18947,3,19,25
fivb_vis:18947,4,21,25
fivb_vis:18948,1,13,25
fivb_vis:18948,2,27,25
fivb_vis:18948,3,14,25
fivb_vis:18948,4,25,22
fivb_vis:18948,5,12,15
fivb_vis:18949,1,26,24
fivb_vis:18949,2,25,18
fivb_vis:18949,3,26,24
fivb_vis:18950,1,18,25
fivb_vis:18950,2,25,23
fivb_vis:18950,3,25,22
fivb_vis:18950,4,25,16
fivb_vis:18951,1,25,19
fivb_vis:18951,2,20,25
fivb_vis:18951,3,25,22
fivb_vis:18951,4,22,25
fivb_vis:18951,5,11,15
fivb_vis:18952,1,19,25
fivb_vis:18952,2,25,17
fivb_vis:18952,3,17,25
fivb_vis:18952,4,29,27
fivb_vis:18952,5,15,7
fivb_vis:18953,1,25,22
fivb_vis:18953,2,22,25
fivb_vis:18953,3,23,25
fivb_vis:18953,4,25,20
fivb_vis:18953,5,16,18
fivb_vis:18954,1,21,25
fivb_vis:18954,2,25,27
fivb_vis:18954,3,29,31
fivb_vis:18955,1,24,26
fivb_vis:18955,2,16,25
fivb_vis:18955,3,17,25
fivb_vis:18956,1,23,25
fivb_vis:18956,2,25,18
fivb_vis:18956,3,23,25
fivb_vis:18956,4,23,25
fivb_vis:1842,1,8,25
fivb_vis:1842,2,8,25
fivb_vis:1842,3,8,25
fivb_vis:1843,1,18,25
fivb_vis:1843,2,16,25
fivb_vis:1843,3,25,20
fivb_vis:1843,4,17,25
fivb_vis:1844,1,24,26
fivb_vis:1844,2,25,18
fivb_vis:1844,3,18,25
fivb_vis:1844,4,14,25
fivb_vis:1845,1,25,7
fivb_vis:1845,2,25,11
fivb_vis:1845,3,25,10
fivb_vis:1846,1,25,8
fivb_vis:1846,2,25,8
fivb_vis:1846,3,25,9
fivb_vis:1847,1,15,25
fivb_vis:1847,2,20,25
fivb_vis:1847,3,25,23
fivb_vis:1847,4,20,25
fivb_vis:18957,1,14,25
fivb_vis:18957,2,20,25
fivb_vis:18957,3,22,25
fivb_vis:18958,1,26,28
fivb_vis:18958,2,23,25
fivb_vis:18958,3,21,25
fivb_vis:18959,1,25,15
fivb_vis:18959,2,25,16
fivb_vis:18959,3,25,14
fivb_vis:18960,1,26,24
fivb_vis:18960,2,23,25
fivb_vis:18960,3,26,24
fivb_vis:18960,4,25,12
fivb_vis:18961,1,22,25
fivb_vis:18961,2,14,25
fivb_vis:18961,3,22,25
fivb_vis:18962,1,25,23
fivb_vis:18962,2,25,21
fivb_vis:18962,3,23,25
fivb_vis:18962,4,20,25
fivb_vis:18962,5,15,11
fivb_vis:18963,1,25,22
fivb_vis:18963,2,19,25
fivb_vis:18963,3,25,12
fivb_vis:18963,4,25,18
fivb_vis:18964,1,18,25
fivb_vis:18964,2,17,25
fivb_vis:18964,3,25,21
fivb_vis:18964,4,20,25
fivb_vis:18965,1,16,25
fivb_vis:18965,2,16,25
fivb_vis:18965,3,25,21
fivb_vis:18965,4,22,25
fivb_vis:18966,1,13,25
fivb_vis:18966,2,15,25
fivb_vis:18966,3,15,25
fivb_vis:18967,1,14,25
fivb_vis:18967,2,25,23
fivb_vis:18967,3,23,25
fivb_vis:18967,4,18,25
fivb_vis:18968,1,25,15
fivb_vis:18968,2,25,19
fivb_vis:18968,3,25,17
fivb_vis:18969,1,23,25
fivb_vis:18969,2,25,23
fivb_vis:18969,3,25,22
fivb_vis:18969,4,25,19
fivb_vis:18970,1,20,25
fivb_vis:18970,2,21,25
fivb_vis:18970,3,22,25
fivb_vis:18971,1,25,21
